congressman_id|congressman_name|congressman_nickname|date|value|object|to|code|parent_code|description|cost_center_id
17.14|Danniel Librelon Dias De Castro|Danniel Librelon|2020-04-01 20:54:44|-7950.00|LOCAÇÃO DE VEÍCULO|HORIZONTE LOCADORA DE VEÍCULOS|VI.a|VI|Locação ou fretamento de veículos automotores|21
17.15|Danniel Librelon Dias De Castro|Danniel Librelon|2020-04-22 21:00:48|-800.00|LOCAÇÃO DE NOTEBOOKS|SAIDATA TECNOLOGIA E AUTOMAÇÃO LTDA|IV.a|IV|Locação de móveis e equipamentos|12
17.16|Danniel Librelon Dias De Castro|Danniel Librelon|2020-04-10 20:38:41|-689.90|CONDOMÍNIO|PAULO REZENDE EMP. IMOB. LTDA|III.b|III|Condomínio|8
17.17|Danniel Librelon Dias De Castro|Danniel Librelon|2020-04-30 14:51:18|-109.98|INTERNET|CLARO S/A|IV.c|IV|Acesso à internet|14
17.18|Danniel Librelon Dias De Castro|Danniel Librelon|2020-04-01 20:54:34|-4550.00|LOCAÇÃO DE VEÍCULO|HORIZONTE LOCADORA DE VEÍCULOS|VI.a|VI|Locação ou fretamento de veículos automotores|21
17.19|Danniel Librelon Dias De Castro|Danniel Librelon|2020-04-17 21:04:36|-1180.56|COMBUSTÍVEIS|POSTO E GARAGEM DOM HELDER CAMARA|VII||Combustíveis e lubrificantes|23
17.20|Danniel Librelon Dias De Castro|Danniel Librelon|2020-04-30 18:30:01|-266.85|COMBUSTÍVEIS|POSTO E GARAGEM DOM HELDER CAMARA|VII||Combustíveis e lubrificantes|23
17.21|Danniel Librelon Dias De Castro|Danniel Librelon|2020-04-30 17:52:02|-3500.00|DIVULGAÇÃO DA ATIVIDADE PARLAMENTAR|MIDIABELLO MARKETING & DESIGN|VIII||Divulgação de sua atividade parlamentar, respeitadas as vedações de leis eleitorais.|24
17.22|Danniel Librelon Dias De Castro|Danniel Librelon|2020-04-30 21:00:21|-300.00|LOCAÇÃO DE SOFTWARE|DATAMOBI LTDA ME|IV.e|IV|Locação ou aquisição de licença de uso de software|16
17.23|Danniel Librelon Dias De Castro|Danniel Librelon|2020-04-30 12:22:40|-705.50|ALUGUEL DE IMÓVEIS|PAULO REZENDE EMP. IMOB. LTDA|III.a|III|Locação de imóveis|7
17.24|Danniel Librelon Dias De Castro|Danniel Librelon|2020-04-30 14:32:19|-2800.00|DIVULGAÇÃO DA ATIVIDADE PARLAMENTAR|GD MÍDIAS E FOTOGRAFIA|VIII||Divulgação de sua atividade parlamentar, respeitadas as vedações de leis eleitorais.|24
17.25|Danniel Librelon Dias De Castro|Danniel Librelon|2020-03-31 20:50:11|-1146.76|COMBUSTÍVEIS|POSTO E GARAGEM DOM HELDER CAMARA|VII||Combustíveis e lubrificantes|23
17.26|Danniel Librelon Dias De Castro|Danniel Librelon|2020-03-25 20:51:07|-800.00|LOCAÇÃO DE NOTEBOOKS|SAIDATA TECNOLOGIA E AUTOMAÇÃO LTDA|IV.a|IV|Locação de móveis e equipamentos|12
17.27|Danniel Librelon Dias De Castro|Danniel Librelon|2020-03-03 20:48:10|-7950.00|LOCAÇÃO DE VEÍCULO|HORIZONTE LOCADORA DE VEÍCULOS|VI.a|VI|Locação ou fretamento de veículos automotores|21
17.28|Danniel Librelon Dias De Castro|Danniel Librelon|2020-03-03 19:07:43|-678.50|CONDOMÍNIO|PAULO REZENDE EMP. IMOB. LTDA|III.b|III|Condomínio|8
17.29|Danniel Librelon Dias De Castro|Danniel Librelon|2020-03-31 20:49:23|-2800.00|DIVULGAÇÃO DA ATIVIDADE PARLAMENTAR|GD MÍDIAS E FOTOGRAFIA|VIII||Divulgação de sua atividade parlamentar, respeitadas as vedações de leis eleitorais.|24
17.30|Danniel Librelon Dias De Castro|Danniel Librelon|2020-03-03 20:48:39|-4550.00|LOCAÇÃO DE VEÍCULOS|HORIZONTE LOCADORA DE VEÍCULOS|VI.a|VI|Locação ou fretamento de veículos automotores|21
17.31|Danniel Librelon Dias De Castro|Danniel Librelon|2020-03-31 20:49:13|-3500.00|DIVULGAÇÃO DA ATIVIDADE PARLAMENTAR|MIDIABELLO MARKETING & DESIGN|VIII||Divulgação de sua atividade parlamentar, respeitadas as vedações de leis eleitorais.|24
17.32|Danniel Librelon Dias De Castro|Danniel Librelon|2020-03-31 16:20:28|-705.50|ALUGUEL DE IMÓVEIS|PAULO REZENDE EMP. IMOB. LTDA|III.a|III|Locação de imóveis|7
17.33|Danniel Librelon Dias De Castro|Danniel Librelon|2020-03-24 20:32:47|-279.48|COMBUSTÍVEIS|POSTO BARRA LINDA LTDA|VII||Combustíveis e lubrificantes|23
17.34|Danniel Librelon Dias De Castro|Danniel Librelon|2020-03-18 20:52:37|-1972.71|COMBUSTÍVEIS|POSTO E GARAGEM DOM HELDER CAMARA|VII||Combustíveis e lubrificantes|23
17.35|Danniel Librelon Dias De Castro|Danniel Librelon|2020-03-31 16:14:19|-109.98|INTERNET / TV A CABO|CLARO S/A|IV.c|IV|Acesso à internet|14
17.36|Danniel Librelon Dias De Castro|Danniel Librelon|2020-03-02 18:48:45|-2120.40|COLONIAL VIAGENS E TURISMO LTDA|COLONIAL SÃO GONÇALO VIAGENS E TURISMO LTDA|I||Passagens aéreas e terrestres|4
17.37|Danniel Librelon Dias De Castro|Danniel Librelon|2020-02-03 20:41:36|-7950.00|LOCAÇÃO DE VEÍCULOS|HORIZONTE LOCADORA DE VEÍCULOS|VI.a|VI|Locação ou fretamento de veículos automotores|21
17.38|Danniel Librelon Dias De Castro|Danniel Librelon|2020-02-05 16:08:34|-545.69|IPTU|PAULO REZENDE EMP. IMOB. LTDA|III.c|III|IPTU e seguro contra incêndio|9
17.39|Danniel Librelon Dias De Castro|Danniel Librelon|2020-02-03 20:41:44|-4550.00|LOCAÇÃO DE VEÍCULO|HORIZONTE LOCADORA DE VEÍCULOS|VI.a|VI|Locação ou fretamento de veículos automotores|21
17.40|Danniel Librelon Dias De Castro|Danniel Librelon|2020-02-02 18:31:19|-200.00|COMBUSTÍVEIS|SUPER TRUCK AUTO POSTO LTDA|VII||Combustíveis e lubrificantes|23
17.41|Danniel Librelon Dias De Castro|Danniel Librelon|2020-02-27 20:43:25|-800.00|LOCAÇÃO DE NOTEBOOKS|SAIDATA TECNOLOGIA E AUTOMAÇÃO LTDA|IV.a|IV|Locação de móveis e equipamentos|12
17.42|Danniel Librelon Dias De Castro|Danniel Librelon|2020-02-29 20:42:28|-705.50|ALUGUEL DE IMÓVEIS|PAULO REZENDE EMP. IMOB. LTDA|III.a|III|Locação de imóveis|7
17.43|Danniel Librelon Dias De Castro|Danniel Librelon|2020-02-29 20:40:49|-2800.00|DIVULGAÇÃO DA ATIVADE PARLAMENTAR|GD MÍDIAS E FOTOGRAFIA|VIII||Divulgação de sua atividade parlamentar, respeitadas as vedações de leis eleitorais.|24
17.44|Danniel Librelon Dias De Castro|Danniel Librelon|2020-02-20 20:44:44|-1565.48|COMBUSTÍVEIS|POSTO E GARAGEM DOM HELDER CAMARA|VII||Combustíveis e lubrificantes|23
17.45|Danniel Librelon Dias De Castro|Danniel Librelon|2020-02-29 16:51:30|-802.27|COMBUSTÍVIES|POSTO E GARAGEM DOM HELDER CAMARA|VII||Combustíveis e lubrificantes|23
17.46|Danniel Librelon Dias De Castro|Danniel Librelon|2020-02-02 19:31:41|-280.68|COMBUSTÍVEIS|POSTO BARRA LINDA LTDA|VII||Combustíveis e lubrificantes|23
17.47|Danniel Librelon Dias De Castro|Danniel Librelon|2020-02-14 19:15:11|-241.96|COMBUSTÍVIES|POSTO E GARAGEM DOM HELDER CAMARA|VII||Combustíveis e lubrificantes|23
17.48|Danniel Librelon Dias De Castro|Danniel Librelon|2020-02-22 19:18:04|-248.27|COMBUSTÍVEIS|POSTO BARRA LINDA LTDA|VII||Combustíveis e lubrificantes|23
17.49|Danniel Librelon Dias De Castro|Danniel Librelon|2020-02-29 19:09:11|-3500.00|DIVULGAÇÃO DA  ATIVIDADE PARLAMENTAR|GD MÍDIAS E FOTOGRAFIA|VIII||Divulgação de sua atividade parlamentar, respeitadas as vedações de leis eleitorais.|24
17.50|Danniel Librelon Dias De Castro|Danniel Librelon|2020-01-31 20:35:57|-1412.86|ALUGUEL DE IMÓVEL|PAULO REZENDE EMP. IMOB. LTDA|III.a|III|Locação de imóveis|7
17.51|Danniel Librelon Dias De Castro|Danniel Librelon|2020-01-02 20:29:41|-4550.00|LOCAÇÃO DE VEÍCULO|HORIZONTE LOCADORA DE VEÍCULOS|VI.a|VI|Locação ou fretamento de veículos automotores|21
17.52|Danniel Librelon Dias De Castro|Danniel Librelon|2020-01-24 20:32:16|-550.00|LOCAÇÃO DE SOFTWARE|POSTO E GARAGEM DOM HELDER CAMARA|IV.e|IV|Locação ou aquisição de licença de uso de software|16
17.53|Danniel Librelon Dias De Castro|Danniel Librelon|2020-01-30 20:33:33|-2000.00|COMBUSTÍVEIS|PAULO REZENDE EMP. IMOB. LTDA|VII||Combustíveis e lubrificantes|23
17.54|Danniel Librelon Dias De Castro|Danniel Librelon|2020-01-28 20:37:06|-800.00|LOCAÇÃO DE NOTEBOOK|POSTO E GARAGEM DOM HELDER CAMARA|IV.a|IV|Locação de móveis e equipamentos|12
17.55|Danniel Librelon Dias De Castro|Danniel Librelon|2020-01-23 19:45:45|-272.95|COMBUSTÍVEIS|POSTO BARRA LINDA LTDA|VII||Combustíveis e lubrificantes|23
17.56|Danniel Librelon Dias De Castro|Danniel Librelon|2020-01-24 19:48:40|-224.15|COMBUSTÍVEIS|POSTO DE COMBUSTIVEIS AMEGAS LTDA|VII||Combustíveis e lubrificantes|23
17.57|Danniel Librelon Dias De Castro|Danniel Librelon|2020-01-02 20:29:31|-7950.00|LOCAÇÃO DE VEÍCULO|HORIZONTE LOCADORA DE VEÍCULOS|VI.a|VI|Locação ou fretamento de veículos automotores|21
17.58|Danniel Librelon Dias De Castro|Danniel Librelon|2020-01-12 20:34:34|-254.29|COMBUSTÍVEIS|POSTO E GARAGEM DOM HELDER CAMARA|VII||Combustíveis e lubrificantes|23
17.59|Danniel Librelon Dias De Castro|Danniel Librelon|2020-01-31 12:06:24|-662.25|COMBUSTÍVEIS|POSTO E GARAGEM DOM HELDER CAMARA|VII||Combustíveis e lubrificantes|23
17.60|Danniel Librelon Dias De Castro|Danniel Librelon|2020-01-30 12:44:44|-247.50|MATERIAL DE EXPEDIENTE|KALUNGA COMÉRCIO E IND. GRÁFICA LTDA.|IV.b|IV|Material de expediente e suprimentos de informática|13
17.61|Danniel Librelon Dias De Castro|Danniel Librelon|2020-01-31 20:27:55|-2800.00|DIVULGAÇÃO DA ATIVIDADE PARLAMENTAR|GD MÍDIAS E FOTOGRAFIA|VIII||Divulgação de sua atividade parlamentar, respeitadas as vedações de leis eleitorais.|24
17.62|Danniel Librelon Dias De Castro|Danniel Librelon|2020-01-31 20:31:14|-3500.00|DIVULGAÇÃO DA ATIVIDADE PARLAMENTAR|MIDIABELLO MARKETING & DESIGN|VIII||Divulgação de sua atividade parlamentar, respeitadas as vedações de leis eleitorais.|24
17.63|Danniel Librelon Dias De Castro|Danniel Librelon|2020-01-29 19:52:03|-243.26|COMBUSTÍVEIS|POSTO DE GASOLINA ARTE MODERNA LTDA|VII||Combustíveis e lubrificantes|23
17.64|Danniel Librelon Dias De Castro|Danniel Librelon|2019-12-11 13:57:40|-1500.00|COMBUSTÍVEIS|POSTO E GARAGEM DOM HELDER CAMARA|VII||Combustíveis e lubrificantes|23
17.65|Danniel Librelon Dias De Castro|Danniel Librelon|2019-12-04 15:08:21|-550.34|COMBUSTÍVEIS|POSTO E GARAGEM DOM HELDER CAMARA|VII||Combustíveis e lubrificantes|23
17.66|Danniel Librelon Dias De Castro|Danniel Librelon|2019-12-05 18:07:59|-4550.00|LOCAÇÃO DE VEÍCULO|HORIZONTE LOCADORA DE VEÍCULOS|VI.a|VI|Locação ou fretamento de veículos automotores|21
17.67|Danniel Librelon Dias De Castro|Danniel Librelon|2019-12-05 18:09:26|-7950.00|LOCAÇÃO DE VEÍCULO|HORIZONTE LOCADORA DE VEÍCULOS|VI.a|VI|Locação ou fretamento de veículos automotores|21
17.68|Danniel Librelon Dias De Castro|Danniel Librelon|2019-12-11 15:18:01|-550.00|LOCAÇÃO DE SOFTWARE|TECNEGOCIOS SOLUCOES EM INFORMATICA EIRELI|IV.e|IV|Locação ou aquisição de licença de uso de software|16
17.69|Danniel Librelon Dias De Castro|Danniel Librelon|2019-12-18 15:29:43|-1200.00|COMBUSTÍVEIS|POSTO E GARAGEM DOM HELDER CAMARA|VII||Combustíveis e lubrificantes|23
17.70|Danniel Librelon Dias De Castro|Danniel Librelon|2019-12-27 14:56:26|-1001.08|COMBUSTÍVEIS|POSTO E GARAGEM DOM HELDER CAMARA|VII||Combustíveis e lubrificantes|23
17.71|Danniel Librelon Dias De Castro|Danniel Librelon|2019-12-27 19:29:57|-1404.44|LOCAÇÃO DE IMÓVEL|PAULO REZENDE EMP. IMOB. LTDA|III.a|III|Locação de imóveis|7
17.72|Danniel Librelon Dias De Castro|Danniel Librelon|2019-12-27 15:04:37|-600.00|LOCAÇÃO DE NOTEBOOKS|SAIDATA TECNOLOGIA E AUTOMAÇÃO LTDA|IV.a|IV|Locação de móveis e equipamentos|12
17.73|Danniel Librelon Dias De Castro|Danniel Librelon|2019-12-09 14:57:33|-1621.11|SEGURO FIANÇA|Assembleia Legislativa do Estado do Rio de Janeiro|III.a|III|Locação de imóveis|7
17.74|Danniel Librelon Dias De Castro|Danniel Librelon|2019-12-31 15:24:33|-11297.74|DEVOLUÇÃO DE SALDO (AJUSTE EXERCÍCIO 2019)|Assembleia Legislativa do Estado do Rio de Janeiro|4||Devolução de saldo|26
17.75|Danniel Librelon Dias De Castro|Danniel Librelon|2019-12-27 14:40:11|-8375.93|DEVOLUÇÃO DE SALDO (2° SEMESTRE)|Assembleia Legislativa do Estado do Rio de Janeiro||||26
17.76|Danniel Librelon Dias De Castro|Danniel Librelon|2019-12-08 15:20:50|-3500.00|DIVULGAÇÃO DA ATIVIDADE PARLAMENTAR|MIDIABELLO MARKETING & DESIGN||||24
17.77|Danniel Librelon Dias De Castro|Danniel Librelon|2019-11-06 19:22:54|-1621.11|SEGURO FIANÇA|PAULO REZENDE EMP. IMOB. LTDA|III.a|III|Locação de imóveis|7
17.78|Danniel Librelon Dias De Castro|Danniel Librelon|2019-11-01 17:43:52|-1890.00|COMBUSTÍVEIS|POSTO E GARAGEM DOM HELDER CAMARA|VII||Combustíveis e lubrificantes|23
17.79|Danniel Librelon Dias De Castro|Danniel Librelon|2019-11-06 18:05:02|-7950.00|LOCAÇÃO DE VEÍCULO|HORIZONTE LOCADORA DE VEÍCULOS|VI.a|VI|Locação ou fretamento de veículos automotores|21
17.80|Danniel Librelon Dias De Castro|Danniel Librelon|2019-11-06 18:05:51|-4550.00|LOCAÇÃO DE VEÍCULO|HORIZONTE LOCADORA DE VEÍCULOS|VI.a|VI|Locação ou fretamento de veículos automotores|21
17.81|Danniel Librelon Dias De Castro|Danniel Librelon|2019-11-13 17:38:24|-550.00|LOCAÇÃO DE SOFTWARE|TECNEGOCIOS SOLUCOES EM INFORMATICA EIRELI|IV||Custeio de despesas vinculadas ao Gabinete Parlamentar e aos Escritórios de Apoio à Atividade Parlamentar previstos no inciso III supra, até o limite mensal inacumulável de 20% do valor da DOCIGP|11
17.82|Danniel Librelon Dias De Castro|Danniel Librelon|2019-11-25 13:56:16|-1422.08|COMBUSTÍVEIS|POSTO E GARAGEM DOM HELDER CAMARA|VII||Combustíveis e lubrificantes|23
17.83|Danniel Librelon Dias De Castro|Danniel Librelon|2019-11-26 17:55:57|-600.00|LOCAÇÃO DE NOTEBOOKS|SAIDATA TECNOLOGIA E AUTOMAÇÃO LTDA|IV.a|IV|Locação de móveis e equipamentos|12
17.84|Danniel Librelon Dias De Castro|Danniel Librelon|2019-11-26 18:46:03|-1465.60|LOCAÇÃO DE IMÓVEIS|PAULO REZENDE EMP. IMOB. LTDA|III.a|III|Locação de imóveis|7
17.85|Danniel Librelon Dias De Castro|Danniel Librelon|2019-11-22 18:00:42|-225.43|COMBUSTÍVEIS|POSTO AMIGÃO DE ITAIPAVA|VII||Combustíveis e lubrificantes|23
17.86|Danniel Librelon Dias De Castro|Danniel Librelon|2019-11-25 14:33:01|-255.98|COMBUSTÍVEIS|AUTO POSTO TREVO DA BARRA LTDA|VII||Combustíveis e lubrificantes|23
17.87|Danniel Librelon Dias De Castro|Danniel Librelon|2019-11-22 18:02:23|-188.82|COMBUSTÍVEIS|POSTO AMIGÃO DE ITAIPAVA|VII||Combustíveis e lubrificantes|23
17.88|Danniel Librelon Dias De Castro|Danniel Librelon|2019-10-05 20:56:09|-1621.11|SEGURO FIANÇA|PAULO REZENDE EMP. IMOB. LTDA|III.a|III|Locação de imóveis|7
17.89|Danniel Librelon Dias De Castro|Danniel Librelon|2019-10-23 19:47:14|-1500.00|COMBUSTÍVEIS|POSTO E GARAGEM DOM HELDER CAMARA|VII||Combustíveis e lubrificantes|23
17.90|Danniel Librelon Dias De Castro|Danniel Librelon|2019-10-11 20:21:06|-550.00|LOCAÇÃO DE SOFTWARE|TECNEGOCIOS SOLUCOES EM INFORMATICA EIRELI|IV.e|IV|Locação ou aquisição de licença de uso de software|16
17.91|Danniel Librelon Dias De Castro|Danniel Librelon|2019-10-08 20:40:39|-7950.00|LOCAÇÃO DE VEÍCULOS|HORIZONTE LOCADORA DE VEÍCULOS|VI.a|VI|Locação ou fretamento de veículos automotores|21
17.92|Danniel Librelon Dias De Castro|Danniel Librelon|2019-10-25 20:27:58|-600.00|LOCAÇÃO DE NOTEBOOKS|SAIDATA TECNOLOGIA E AUTOMAÇÃO LTDA|IV.a|IV|Locação de móveis e equipamentos|12
17.93|Danniel Librelon Dias De Castro|Danniel Librelon|2019-10-23 14:28:38|-1000.00|COMBUSTÍVEIS|POSTO E GARAGEM DOM HELDER CAMARA|VII||Combustíveis e lubrificantes|23
17.94|Danniel Librelon Dias De Castro|Danniel Librelon|2019-10-23 14:29:40|-1000.00|COMBUSTÍVEIS|POSTO E GARAGEM DOM HELDER CAMARA|VII||Combustíveis e lubrificantes|23
17.95|Danniel Librelon Dias De Castro|Danniel Librelon|2019-10-26 14:27:05|-800.00|COMBUSTÍVEIS|POSTO E GARAGEM DOM HELDER CAMARA|VII||Combustíveis e lubrificantes|23
17.96|Danniel Librelon Dias De Castro|Danniel Librelon|2019-10-08 20:39:46|-4550.00|LOCAÇÃO DE VEÍCULOS|HORIZONTE LOCADORA DE VEÍCULOS|VI.a|VI|Locação ou fretamento de veículos automotores|21
17.97|Danniel Librelon Dias De Castro|Danniel Librelon|2019-10-26 20:33:05|-725.06|COMBUSTÍVEIS|POSTO E GARAGEM DOM HELDER CAMARA|VII||Combustíveis e lubrificantes|23
17.98|Danniel Librelon Dias De Castro|Danniel Librelon|2019-10-25 14:33:52|-1486.93|LOCAÇÃO DE IMÓVEIS|PAULO REZENDE EMP. IMOB. LTDA|III.a|III|Locação de imóveis|7
17.99|Danniel Librelon Dias De Castro|Danniel Librelon|2019-10-14 20:18:00|-1316.60|PASSAGENS ÁREAS|COLONIAL SÃO GONÇALO VIAGENS E TURISMO LTDA|I||Passagens aéreas e terrestres|4
17.100|Danniel Librelon Dias De Castro|Danniel Librelon|2019-09-05 13:39:28|-7950.00|LOCAÇÃO DE VEÍCULOS|HORIZONTE LOCADORA DE VEÍCULOS|VI.a|VI|Locação ou fretamento de veículos automotores|21
17.101|Danniel Librelon Dias De Castro|Danniel Librelon|2019-09-17 13:40:51|-4550.00|LOCAÇÃO DE VEÍCULOS|HORIZONTE LOCADORA DE VEÍCULOS|VI.a|VI|Locação ou fretamento de veículos automotores|21
17.102|Danniel Librelon Dias De Castro|Danniel Librelon|2019-09-17 13:37:31|-600.00|LOCAÇÃO DE NOTEBOOKS|SAIDATA TECNOLOGIA E AUTOMAÇÃO LTDA|IV.a|IV|Locação de móveis e equipamentos|12
17.103|Danniel Librelon Dias De Castro|Danniel Librelon|2019-09-17 14:07:39|-550.00|LOCAÇÃO DE SOFTWARE|TECNEGOCIOS SOLUCOES EM INFORMATICA EIRELI|IV.e|IV|Locação ou aquisição de licença de uso de software|16
17.104|Danniel Librelon Dias De Castro|Danniel Librelon|2019-09-12 14:43:38|-34780.44|DEVOLUÇÃO DE SALDO|Assembleia Legislativa do Estado do Rio de Janeiro|4||Devolução de saldo|26
17.105|Danniel Librelon Dias De Castro|Danniel Librelon|2019-09-02 19:15:22|-1000.00|ABASTECIMENTO|POSTO E GARAGEM DOM HELDER CAMARA||||23
17.106|Danniel Librelon Dias De Castro|Danniel Librelon|2019-09-05 14:01:51|-2500.00|ABASTECIMENTO|POSTO E GARAGEM DOM HELDER CAMARA||||23
17.107|Danniel Librelon Dias De Castro|Danniel Librelon|2019-09-25 19:38:01|-927.40|ABASTECIMENTO|POSTO E GARAGEM DOM HELDER CAMARA||||23
17.108|Danniel Librelon Dias De Castro|Danniel Librelon|2019-09-05 15:01:19|-1621.11|SEGURO FIANÇA|PAULO REZENDE EMP. IMOB. LTDA||||7
17.109|Danniel Librelon Dias De Castro|Danniel Librelon|2019-09-25 20:04:56|-1438.34|LOCAÇÃO DE IMÓVEIS|PAULO REZENDE EMP. IMOB. LTDA||||7
17.110|Danniel Librelon Dias De Castro|Danniel Librelon|2019-08-12 17:28:45|-550.00|LOCAÇÃO DE SOFTWARE|TECNEGOCIOS SOLUCOES EM INFORMATICA EIRELI|IV.e|IV|Locação ou aquisição de licença de uso de software|16
17.111|Danniel Librelon Dias De Castro|Danniel Librelon|2019-08-08 17:16:48|-4550.00|LOCAÇÃO DE VEÍCULO|HORIZONTE LOCADORA DE VEÍCULOS|VI.a|VI|Locação ou fretamento de veículos automotores|21
17.112|Danniel Librelon Dias De Castro|Danniel Librelon|2019-08-09 14:06:04|-2762.52|COMBUSTÍVEIS|POSTO E GARAGEM DOM HELDER CAMARA|VII||Combustíveis e lubrificantes|23
17.113|Danniel Librelon Dias De Castro|Danniel Librelon|2019-08-12 17:30:34|-600.00|LOCAÇÃO DE NOTEBOOKS|SAIDATA TECNOLOGIA E AUTOMAÇÃO LTDA|IV.a|IV|Locação de móveis e equipamentos|12
17.114|Danniel Librelon Dias De Castro|Danniel Librelon|2019-08-08 17:17:37|-7950.00|LOCAÇÃO DE VEÍCULO|HORIZONTE LOCADORA DE VEÍCULOS|VI.a|VI|Locação ou fretamento de veículos automotores|21
17.115|Danniel Librelon Dias De Castro|Danniel Librelon|2019-08-01 17:25:12|-800.00|COMBUSTÍVEIS|POSTO E GARAGEM DOM HELDER CAMARA|VII||Combustíveis e lubrificantes|23
17.116|Danniel Librelon Dias De Castro|Danniel Librelon|2019-08-30 16:34:07|-1777.14|LOCAÇÃO DE IMÓVEIS|PAULO REZENDE EMP. IMOB. LTDA|III.a|III|Locação de imóveis|7
17.117|Danniel Librelon Dias De Castro|Danniel Librelon|2019-07-08 15:45:44|-4550.00|LOCAÇÃO DE VEÍCULO|HORIZONTE LOCADORA DE VEÍCULOS|VI.a|VI|Locação ou fretamento de veículos automotores|21
17.118|Danniel Librelon Dias De Castro|Danniel Librelon|2019-07-15 18:44:56|-550.00|LOCAÇÃO DE SOFTWARE|TECNEGOCIOS SOLUCOES EM INFORMATICA EIRELI|IV.e|IV|Locação ou aquisição de licença de uso de software|16
17.119|Danniel Librelon Dias De Castro|Danniel Librelon|2019-07-15 16:15:21|-600.00|LOCAÇÃO DE NOTEBOOKS|SAIDATA TECNOLOGIA E AUTOMAÇÃO LTDA|IV.a|IV|Locação de móveis e equipamentos|12
17.120|Danniel Librelon Dias De Castro|Danniel Librelon|2019-07-01 16:41:59|-700.00|COMBUSTÍVEIS|POSTO E GARAGEM DOM HELDER CAMARA|VII||Combustíveis e lubrificantes|23
17.121|Danniel Librelon Dias De Castro|Danniel Librelon|2019-07-08 16:54:55|-2500.00|COMBUSTÍVEIS|POSTO E GARAGEM DOM HELDER CAMARA|VII||Combustíveis e lubrificantes|23
17.122|Danniel Librelon Dias De Castro|Danniel Librelon|2019-07-03 15:43:40|-62.97|ABASTECIMENTO|POSTO E GARAGEM DOM HELDER CAMARA|VII||Combustíveis e lubrificantes|23
17.123|Danniel Librelon Dias De Castro|Danniel Librelon|2019-07-08 15:44:44|-7950.00|LOCAÇÃO DE VEÍCULO|HORIZONTE LOCADORA DE VEÍCULOS|VI.a|VI|Locação ou fretamento de veículos automotores|21
17.124|Danniel Librelon Dias De Castro|Danniel Librelon|2019-06-11 17:14:53|-4550.00|LOCAÇÃO DE VEÍCULO|HORIZONTE LOCADORA DE VEÍCULOS|VI.a|VI|Locação ou fretamento de veículos automotores|21
17.125|Danniel Librelon Dias De Castro|Danniel Librelon|2019-06-11 17:07:40|-7950.00|LOCAÇÃO DE VEÍCULO|HORIZONTE LOCADORA DE VEÍCULOS|VI.a|VI|Locação ou fretamento de veículos automotores|21
17.126|Danniel Librelon Dias De Castro|Danniel Librelon|2019-06-14 19:04:24|-330.00|LOCAÇÃO DE SOFTWARE|TECNEGOCIOS SOLUCOES EM INFORMATICA EIRELI|IV.e|IV|Locação ou aquisição de licença de uso de software|16
17.127|Danniel Librelon Dias De Castro|Danniel Librelon|2019-06-03 15:40:49|-2682.06|COMBUSTÍVEIS|POSTO E GARAGEM DOM HELDER CAMARA|VII||Combustíveis e lubrificantes|23
17.128|Danniel Librelon Dias De Castro|Danniel Librelon|2019-05-10 19:32:11|-2369.04|COMBUSTÍVEIS|POSTO E GARAGEM DOM HELDER CAMARA|VII||Combustíveis e lubrificantes|23
17.129|Danniel Librelon Dias De Castro|Danniel Librelon|2019-05-02 19:59:19|-119.60|SERVIÇOS POSTAIS|EMP. BRAS. DE CORREIOS E TELEGRAFOS|II||Serviços e produtos postais previstos nos contratos celebrados pela Assembleia Legislativa, vedadas as aquisições de selos e remessas de cartões postais, até o limite mensal inacumulável de 20% do valor da DOCIGP|5
17.130|Danniel Librelon Dias De Castro|Danniel Librelon|2019-05-28 18:17:37|-1307.85|MATERIAL DE EXPEDIENTE|ATACADAO PAPELEX LTDA|IV.b|IV|Material de expediente e suprimentos de informática|13
17.131|Danniel Librelon Dias De Castro|Danniel Librelon|2019-05-31 18:06:44|-4550.00|LOCAÇÃO DE VEÍCULO|HORIZONTE LOCADORA DE VEÍCULOS|VI.a|VI|Locação ou fretamento de veículos automotores|21
17.132|Danniel Librelon Dias De Castro|Danniel Librelon|2019-05-29 17:58:41|-7950.00|LOCAÇÃO DE VEÍCULO|HORIZONTE LOCADORA DE VEÍCULOS|VI.a|VI|Locação ou fretamento de veículos automotores|21
17.133|Danniel Librelon Dias De Castro|Danniel Librelon|2019-05-29 17:49:37|-330.00|LOCAÇÃO DE USO DE SOFTWARE|TECNEGOCIOS SOLUCOES EM INFORMATICA EIRELI|IV.e|IV|Locação ou aquisição de licença de uso de software|16
20|Dr. Deodalto|Dr. Deodalto|2020-05-01 20:07:43|-104.77|Abastecimento veicular|Auto posto São Jorge Belford Roxo LTDA|VII||Combustíveis e lubrificantes|23
20.1|Dr. Deodalto|Dr. Deodalto|2020-05-29 14:50:32|-171.00|Abastecimento veicular|Amigo da rodovia auto posto LTDA|VII||Combustíveis e lubrificantes|23
20.2|Dr. Deodalto|Dr. Deodalto|2020-05-04 17:12:41|-10.00|Tarifa bancária|BANCO ITAU|XI||Tarifas bancárias da conta corrente prevista no inciso II do art. 3º|28
20.3|Dr. Deodalto|Dr. Deodalto|2020-05-15 14:32:27|-151.87|Abastecimento veicular|Posto Capitão|VII||Combustíveis e lubrificantes|23
